;0;1;2;3;4;5;6;7;8;9;10;11;type
1116;-2177.52681569;-28344.2436558;-31.0484541936;15126.9212633;6368.48331217;-1412.47742266;-2394.25758617;-1112.66734443;-5018.85403189;-2341.28808358;1735.09926845;1762.23374851;0.0
882;33756.3347433;8711.22812982;-9838.8234769;-8026.03183549;-1991.54643651;10484.9285044;9602.05510289;2312.46835217;-2638.19609758;-62.7862971909;2846.55018055;-1810.73814615;1.0
862;30011.8529499;-10744.1339705;2983.82635291;-971.393087873;-1406.17007838;2067.35736186;1971.47543212;-3662.68719646;-4460.51493838;3614.23972103;692.19680582;1225.1348753;1.0
1710;19255.6159945;4787.57749609;4366.9421877;-12100.925291;24686.7028498;16184.9196152;12814.5847994;6489.66504476;-3219.63534126;-381.046706048;2474.34860003;-3331.06263616;0.0
721;-2715.64394729;-6915.88628735;6033.23198519;11252.413642;2471.07377766;-7029.84208173;-5096.43265038;-3420.88062725;-526.245596699;2374.05685367;-2786.77222785;-1896.69306807;0.0
1782;-3661.35755698;-8662.09726279;-2420.95752223;6979.91545538;2158.87136021;-6865.06271649;-2750.47150431;2797.27234543;-52.5093753147;-1241.92662107;59.2423931008;3037.50064499;0.0
908;16389.4605527;-16031.660466;-6972.72476151;4374.23579579;1841.57632327;5232.94413521;-3003.70857305;265.663140949;53.0887666987;-7408.85114559;-1789.43122708;-1786.87155315;1.0
1106;-12532.4180813;-8836.63623197;8387.44299992;5640.92640301;-1357.77717466;-4214.2056805;1713.91391115;2814.49613396;-6368.448867;3557.63933003;-3279.54644117;765.028456386;0.0
783;-18343.9578244;20425.1826388;-13531.2605266;-4145.62739557;-5235.3389995;-2226.15392018;605.077985431;-3034.64942756;4580.83727923;2024.64889426;1295.31179188;1414.48446723;1.0
719;-2198.14891413;270.517805253;-10029.8521954;6565.02858796;1943.78807969;-5192.09162879;451.293327304;389.847146013;4662.08847081;2311.05656412;1238.47715734;1692.37325282;0.0
16;44190.1517906;84941.2654653;64970.4018176;28780.3970837;8548.38542434;-3732.77215649;-59108.6625496;71093.8274423;12490.8465345;2737.88948483;8366.28467532;-4807.40168561;0.0
1793;-31913.1053961;4609.24483645;9452.20240314;-1825.03327541;-5700.30563777;1774.6092191;990.152440552;489.191826388;150.602676832;2128.42489703;-4341.27353562;-413.541141411;0.0
758;1102.671032;5025.49996006;-1451.24178958;1039.81346691;-1409.6726976;4837.03924306;-1620.70298776;-4020.73632199;5647.43465626;1500.79175721;-2496.57452407;-1594.09671915;1.0
765;-2847.77734649;25768.0042207;-11434.4485596;-6012.99498802;5071.04829996;604.990397787;251.69997968;-5384.42427665;-569.340172101;8246.42789516;274.808875213;-334.238484082;1.0
984;-21119.5581793;10818.6655996;16324.1115647;-3445.89328788;-6809.96092545;-5061.9103415;-1430.73954043;-7255.77279803;2228.47403375;-482.229001637;2684.31107873;-3489.19369604;0.0
988;61355.2093243;-25669.3764657;675.939773936;-1319.02635154;846.686746629;-217.329515301;3415.60101113;2412.67252681;5067.60473184;-1377.13861103;3995.52159477;497.332552791;0.0
1550;-6287.90840976;-13125.5080242;22051.4985189;-662.944930497;-2088.14106667;1341.2377463;5731.28238432;2477.02316346;-3709.84828816;4551.97008635;-2966.61128458;-1360.71731496;0.0
713;-9993.80063109;-5545.2557421;1285.15427091;12183.939013;3451.8856788;-9879.57888777;-7071.60935567;-4641.67601759;337.835251691;1505.01830792;-3321.47972422;-2483.79097029;0.0
879;13159.4522118;-3646.41296353;-2491.23345313;3335.84414017;-75.1642727176;-2984.60308906;-7023.36744923;-1726.2765721;-188.824807028;574.150262117;-4963.19798167;2545.12045365;1.0
884;-13539.8250469;26400.8944129;-9215.13360443;-7791.54211348;-5024.95578324;26509.6721036;-5906.42271697;-2592.28448894;-6955.09194774;-370.160125035;-4505.04540417;11594.8631229;1.0
1704;1154.98362273;-15291.184308;-6366.46886009;4646.12998926;1841.59747442;6489.51361944;8201.99800464;7269.11511402;2463.30798581;2569.76675186;-2810.92140679;-888.826061925;0.0
902;-2072.53850662;5625.9131886;-7385.92926126;-1546.61416484;-1942.09803093;9893.9852622;-604.369110211;-1047.81521624;-1013.51415348;-867.3940767;-33.3398412051;1841.19762116;1.0
2023;15388.9747264;-11147.4221864;-5940.22367025;3187.45521967;614.406956562;-3575.10442955;3704.33075257;690.173289443;3662.39156652;3835.51189157;3283.58667075;1771.17158974;0.0
1665;-16912.8289099;4941.43511074;-8840.25890909;5657.86676142;-831.549054519;-19200.4097014;-2662.73151324;2678.98464347;-9317.34082258;-2307.57001247;-4224.18137026;3520.81361725;0.0
971;-15627.8873504;-2942.49996806;18812.8159044;-43373.4014236;44444.8823181;-8067.19480709;5956.29276059;3364.90229924;1172.21957332;-3482.5500155;2066.93226655;2790.69982432;1.0
812;30252.3287894;-3518.37181614;-5631.79564524;-640.954741009;-443.389863274;-6724.93540463;1141.66675269;-1852.02229489;-1771.55141895;2254.67920143;4913.61724206;-548.50636204;1.0
940;15027.421761;25390.4186217;-25710.6945694;-5638.11337501;-3230.32061834;6107.86382784;4832.77532008;1632.10485208;-844.079941349;-2946.49787255;-464.704527703;-9192.34825425;1.0
1942;15658.239881;-982.750361;15.6774349634;-871.676382768;-2163.68592802;3167.99012374;3356.74806627;1670.02123465;-2832.23406695;6259.75862791;226.274879079;1080.94029458;0.0
1745;4173.14436118;18169.3554005;-1087.64806542;-1295.96636884;-3231.59840828;11316.2477539;-2837.82149185;4036.9027812;-3795.1845411;-1499.57930628;-5741.7810445;-2721.43562188;0.0
1113;-23559.9546303;2615.81514036;-12041.2204132;4390.34425912;5734.1677729;-5051.22787434;-3812.30840812;-9.27005777047;-5050.6564266;-9291.57155348;-1789.83546682;-6163.49723942;0.0
